address,categories,city,country,latitude,longitude,name,postalCode,province,cleaned_name,is_tourist_province,rest_per_km2_province,rest_per_1000people_province,api_call_made,schools,university,hospital,park,offices,mall,all_lat_long
13,4440 Mahoning Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Youngstown,US,41.102093,-80.733974,Arby's,44515,OH,arbys,0.0,0.007757797957081708,0.07023431914029772,True,1,0,0,0,1,0,"[[ 41.10444474 -80.73520003]
 [ 41.10457611 -80.73376465]]"
14,1401 Thelma Keller Ave,Fast Food,Effingham,US,39.140232,-88.56615,Arby's,62401,IL,arbys,0.0,0.003970986070253767,0.044815667117701165,True,0,0,0,0,0,0,
15,6799 E Broad St,Fast Food Restaurant,Columbus,US,39.981207,-82.82238199999998,Arby's,43213,OH,arbys,0.0,0.007757797957081708,0.07023431914029772,True,4,0,0,0,1,0,"[[ 39.982066   -82.828691  ]
 [ 39.98082382 -82.82507517]
 [ 39.98263391 -82.82595279]
 [ 39.97954404 -82.82787964]
 [ 39.980436   -82.822139  ]]"
16,5526 State Highway 7,Fast Food,Oneonta,US,42.458791,-75.022058,Arby's,13820,NY,arbys,1.0,0.0039981320202856045,0.02497158842175928,True,1,0,0,1,0,0,"[[ 42.46014955 -75.01682715]
 [ 42.45963213 -75.01929756]]"
17,155 Cobb Pkwy S,,Marietta,US,33.9485,-84.51831999999997,Arby's,30060-9208,GA,arbys,1.0,0.00426963124081123,0.06045929098172675,True,1,0,0,3,1,0,"[[ 33.9501027  -84.5242239 ]
 [ 33.95013247 -84.51901623]
 [ 33.95109623 -84.52104383]
 [ 33.9524498  -84.51483154]
 [ 33.95081    -84.51425   ]]"
18,1487 Interstate Dr,,Crossville,US,35.9863,-85.038113,Arby's,38555,TN,arbys,0.0,0.004232288994175921,0.06676504170599452,True,0,0,1,0,1,0,"[[ 35.98391202 -85.03838454]
 [ 35.98236394 -85.03547712]]"
19,9874 Liberia Ave,Fast Food Restaurant,Manassas,US,38.741455,-77.451666,Arby's,20110,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,0,2,3,0,"[[ 38.74272823 -77.45654762]
 [ 38.74029317 -77.45132561]
 [ 38.741268   -77.446986  ]
 [ 38.74508424 -77.45093107]
 [ 38.74518    -77.451     ]]"
20,1401 Jameson Ave SE,Fast Food,Roanoke,US,37.271818,-79.919915,Arby's,24013,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,0,2,0,0,"[[ 37.27402543 -79.9164143 ]
 [ 37.27402588 -79.91652908]]"
21,5115 N 300 E,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Whiteland,US,39.55156,-86.044498,Arby's,46184,IN,arbys,0.0,0.005410124044876009,0.07501631081738191,True,0,0,0,0,0,0,
22,9080 W Broad St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Henrico,US,37.636727,-77.549289,Arby's,23294,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,2,0,0,0,3,0,"[[ 37.63449436 -77.54418278]
 [ 37.63407854 -77.5507114 ]
 [ 37.63714336 -77.5489692 ]
 [ 37.63784997 -77.55076205]
 [ 37.63995454 -77.55320328]]"
23,27900 Orchard Lake Rd,Fast Food Restaurant,Farmington,US,42.500184,-83.357749,Arby's,48334,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,2,0,1,2,2,0,"[[ 42.49961498 -83.35596228]
 [ 42.498173   -83.357545  ]
 [ 42.5015271  -83.3578175 ]
 [ 42.49939729 -83.3574757 ]
 [ 42.498934   -83.359182  ]
 [ 42.49982788 -83.35872294]
 [ 42.49713652 -83.35280486]]"
24,3944 Brambleton Ave SW,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Roanoke,US,37.231659,-80.00764699999998,Arby's,24018,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,3,0,0,1,7,1,"[[ 37.232856   -80.008419  ]
 [ 37.22872    -80.01244   ]
 [ 37.236064   -80.005574  ]
 [ 37.229836   -80.00773   ]
 [ 37.23304194 -80.01119712]
 [ 37.231368   -80.009615  ]
 [ 37.23303    -80.004938  ]
 [ 37.22914533 -80.00806207]
 [ 37.23488345 -80.01067112]
 [ 37.2341332  -80.01160428]
 [ 37.23343921 -80.01141454]
 [ 37.23091507 -80.0131073 ]]"
25,58 S Carlton St,Fast Food Restaurants,Harrisonburg,US,38.443475,-78.856123,Arby's,22801,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,2,0,1,1,"[[ 38.44495919 -78.85433568]
 [ 38.43796986 -78.85451813]
 [ 38.4404784  -78.8530625 ]
 [ 38.4464604  -78.854285  ]]"
26,1400 Winfield Dunn Pkwy,,Sevierville,US,35.90444,-83.581965,Arby's,37876,TN,arbys,0.0,0.004232288994175921,0.06676504170599452,True,0,0,0,1,0,1,"[[ 35.90538827 -83.58123458]
 [ 35.9086742  -83.58241796]]"
27,7411 Midlothian Tpke,Fast Food Restaurants,Richmond,US,37.499387,-77.532852,Arby's,23225,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,0,1,0,0,[[ 37.49973178 -77.53453142]]
28,10890 New Haven Rd,,Harrison,US,39.259435,-84.799789,Arby's,45030,OH,arbys,0.0,0.007757797957081708,0.07023431914029772,True,0,0,0,2,1,0,"[[ 39.2596662  -84.79574041]
 [ 39.25604588 -84.79565378]
 [ 39.256243   -84.800764  ]]"
29,5205 Brook Rd,Fast Food Restaurants,Richmond,US,37.60219,-77.454039,Arby's,23227,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,0,1,3,1,"[[ 37.59737115 -77.4540106 ]
 [ 37.60486039 -77.45158334]
 [ 37.600619   -77.44914   ]
 [ 37.60532761 -77.45063019]
 [ 37.598706   -77.456482  ]]"
30,10831 Promenade Lane,Fast Food Restaurant,Manassas,US,38.7967,-77.519425,Arby's,20109,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,0,4,4,0,"[[ 38.7943983  -77.51775586]
 [ 38.79707972 -77.51452625]
 [ 38.795999   -77.514057  ]
 [ 38.79298081 -77.52310893]
 [ 38.79829267 -77.51839678]
 [ 38.79968916 -77.51746468]
 [ 38.79871937 -77.51449686]
 [ 38.79140496 -77.51959026]]"
31,1202 E LynchburgSalem Hwy,Fast Food,Bedford,US,37.323604,-79.495288,Arby's,24523,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,0,0,0,0,
32,685 Brandon Ave,Fast Food Restaurant,Roanoke,US,37.256934,-79.957766,Arby's,24014,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,0,3,1,3,"[[ 37.25822347 -79.95802172]
 [ 37.26007109 -79.95649199]
 [ 37.25834262 -79.95592926]
 [ 37.25488914 -79.95800672]
 [ 37.257735   -79.959175  ]
 [ 37.25540463 -79.95651197]
 [ 37.25657713 -79.95577082]]"
33,6723 Airport Hwy,Fast Food Restaurant,Holland,US,41.611694,-83.701789,Arby's,43528,OH,arbys,0.0,0.007757797957081708,0.07023431914029772,True,2,0,2,1,5,0,"[[ 41.61451967 -83.70562469]
 [ 41.61527182 -83.70455763]
 [ 41.61028839 -83.70793936]
 [ 41.61503525 -83.69906187]
 [ 41.60977649 -83.70041895]
 [ 41.6141013  -83.6962496 ]
 [ 41.613189   -83.707161  ]
 [ 41.61217071 -83.70534962]
 [ 41.61646    -83.70006   ]
 [ 41.61404664 -83.69635284]]"
34,2101 West Main Street,Fast Food,Salem,US,37.287862,-80.096023,Arby's,24153,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,0,0,0,1,0,0,[[ 37.2915378  -80.09337323]]
35,6735 Dixie Hwy,,Fairfield,US,39.318341,-84.496057,Arby's,45014,OH,arbys,0.0,0.007757797957081708,0.07023431914029772,True,0,0,0,0,3,0,"[[ 39.317419   -84.496664  ]
 [ 39.317806   -84.498014  ]
 [ 39.31708052 -84.49836282]]"
36,4783 S Amherst Hwy,Fast Food,Madison Heights,US,37.441893,-79.11941800000002,Arby's,24572,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,1,0,0,2,2,0,"[[ 37.43745041 -79.11690521]
 [ 37.44028072 -79.12163615]
 [ 37.44202869 -79.12378662]
 [ 37.440955   -79.117193  ]
 [ 37.43856158 -79.12262877]]"
37,13220 Midlothian Turnpike,Fast Food,Midlothian,US,37.503028,-77.644177,Arby's,23113,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,4,0,1,3,2,1,"[[ 37.499921   -77.640335  ]
 [ 37.50385551 -77.64058875]
 [ 37.504606   -77.643113  ]
 [ 37.50229855 -77.64852005]
 [ 37.50153732 -77.64191437]
 [ 37.49937618 -77.64123917]
 [ 37.50225    -77.63812   ]
 [ 37.499921   -77.640335  ]
 [ 37.50284576 -77.64610291]
 [ 37.50212003 -77.63850795]
 [ 37.5043     -77.642312  ]]"
38,1768 Laskin Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place Great Neck",Virginia Beach,US,36.85047,-76.02602399999998,Arby's,23454,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,1,0,1,0,4,0,"[[ 36.848464   -76.027107  ]
 [ 36.8488763  -76.0241968 ]
 [ 36.85156427 -76.02291139]
 [ 36.85451518 -76.02349166]
 [ 36.84952337 -76.03081579]
 [ 36.85568321 -76.02583864]]"
39,2950 Gratiot Blvd,Fast Food Restaurants,Marysville,US,42.913186,-82.493548,Arby's,48040,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,0,0,0,
40,2005 E 25 St,,Columbus,US,39.222758,-85.902679,Arby's,47201,IN,arbys,0.0,0.005410124044876009,0.07501631081738191,True,1,0,1,3,2,2,"[[ 39.22256373 -85.90019996]
 [ 39.2271073  -85.90455915]
 [ 39.221786   -85.89773754]
 [ 39.22045774 -85.8979578 ]
 [ 39.22021787 -85.9041547 ]
 [ 39.2256492  -85.89933696]
 [ 39.2269174  -85.90680102]
 [ 39.22452558 -85.89922121]
 [ 39.22444031 -85.90059689]]"
41,6945 Camino Arroyo,Fast Food Restaurants,Gilroy,US,37.00287,-121.55097,Arby's,95020,CA,arbys,1.0,0.0033137860439293523,0.03379928910261118,True,0,0,0,2,1,0,"[[  36.99836274 -121.55310452]
 [  37.00333704 -121.54688214]
 [  37.00492096 -121.55175018]]"
42,1310 W Michigan Ave,Fast Food,Marshall,US,42.272194,-84.983336,Arby's,49068,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,2,2,0,"[[ 42.273307   -84.984242  ]
 [ 42.274615   -84.986129  ]
 [ 42.274064   -84.983396  ]
 [ 42.2741334  -84.98186588]]"
43,1099 Wayne Ave,,Chambersburg,US,39.91,-77.64953,Arby's,17201,PA,arbys,0.0,0.00449591398220619,0.040680687058544274,True,0,0,0,0,1,0,[[ 39.91248955 -77.65165388]]
44,244 Strawberry Sq,Fast Food Restaurant,Harrisburg,US,40.26197334,-76.88118964,Arby's,17101,PA,arbys,0.0,0.00449591398220619,0.040680687058544274,True,5,11,11,22,30,1,"[[ 40.262162   -76.88335   ]
 [ 40.26043968 -76.88106244]
 [ 40.26352807 -76.8783257 ]
 [ 40.26328655 -76.88651127]
 [ 40.26074662 -76.88550264]
 [ 40.26202269 -76.88023451]
 [ 40.26242136 -76.88101112]
 [ 40.26215073 -76.88116875]
 [ 40.26182733 -76.88017845]
 [ 40.26318683 -76.88129633]
 [ 40.26129915 -76.87986264]
 [ 40.26228852 -76.88337559]
 [ 40.26166916 -76.87741089]
 [ 40.26168442 -76.87738037]
 [ 40.26168442 -76.87696075]
 [ 40.26195219 -76.88032329]
 [ 40.25787672 -76.88139957]
 [ 40.2572     -76.8802    ]
 [ 40.25720229 -76.8800991 ]
 [ 40.25793659 -76.88022295]
 [ 40.25759239 -76.88022599]
 [ 40.25766551 -76.88022473]
 [ 40.25752221 -76.87996961]
 [ 40.25752748 -76.87980389]
 [ 40.25724693 -76.8797782 ]
 [ 40.25766813 -76.88002825]
 [ 40.25683845 -76.87953864]
 [ 40.26304992 -76.88249174]
 [ 40.26257431 -76.87549657]
 [ 40.26168817 -76.88157011]
 [ 40.26074299 -76.88649438]
 [ 40.25720978 -76.88202667]
 [ 40.26087112 -76.88194565]
 [ 40.26094502 -76.88215808]
 [ 40.26195219 -76.88032329]
 [ 40.26120823 -76.88450152]
 [ 40.261092   -76.883987  ]
 [ 40.26312499 -76.8795079 ]
 [ 40.26111505 -76.87892318]
 [ 40.26028605 -76.8835583 ]
 [ 40.26016303 -76.87978383]
 [ 40.2634964  -76.8792572 ]
 [ 40.26097518 -76.8838147 ]
 [ 40.25873047 -76.8807444 ]
 [ 40.26000046 -76.87746736]
 [ 40.26355796 -76.8813509 ]
 [ 40.2568644  -76.88194003]
 [ 40.2639575  -76.87614888]
 [ 40.2630206  -76.88540608]
 [ 40.2620402  -76.88288212]
 [ 40.26407058 -76.88313961]
 [ 40.26016425 -76.88384285]
 [ 40.26159729 -76.88199645]
 [ 40.26192474 -76.8815155 ]
 [ 40.26269058 -76.87983474]
 [ 40.261628   -76.880751  ]
 [ 40.26155    -76.88241   ]
 [ 40.262285   -76.879128  ]
 [ 40.262445   -76.881517  ]
 [ 40.262454   -76.881515  ]
 [ 40.25976994 -76.88121838]
 [ 40.262545   -76.880614  ]
 [ 40.26217119 -76.8798244 ]
 [ 40.263928   -76.883256  ]
 [ 40.26448665 -76.88252551]
 [ 40.26176554 -76.88288018]
 [ 40.26579083 -76.88311681]
 [ 40.26047843 -76.88144461]
 [ 40.26110176 -76.88285766]
 [ 40.262893   -76.8830547 ]
 [ 40.26372399 -76.881991  ]
 [ 40.26160505 -76.88316167]
 [ 40.263896   -76.881336  ]
 [ 40.263896   -76.881336  ]
 [ 40.26321    -76.883541  ]
 [ 40.26051818 -76.88338122]
 [ 40.26037979 -76.88344574]
 [ 40.259502   -76.88112   ]
 [ 40.262691   -76.8845447 ]
 [ 40.26192033 -76.88140029]]"
45,10901 Midlothian Tpk,,Richmond,US,37.506074,-77.598438,Arby's,23235,VA,arbys,1.0,0.0048983662335376765,0.05881879876985354,True,2,0,3,3,6,0,"[[ 37.50817789 -77.60266583]
 [ 37.50634    -77.602059  ]
 [ 37.51043873 -77.59481993]
 [ 37.50560886 -77.59806778]
 [ 37.50877903 -77.60431856]
 [ 37.50973496 -77.60200033]
 [ 37.506221   -77.59803   ]
 [ 37.5054478  -77.6041525 ]
 [ 37.50773395 -77.59814289]
 [ 37.50845054 -77.59784072]
 [ 37.50833133 -77.59418113]
 [ 37.50592162 -77.59261429]
 [ 37.50505023 -77.60469515]
 [ 37.50645768 -77.60480773]]"
46,8508 Shaver Rd,Fast Food,Portage,US,42.194116,-85.597792,Arby's,49024,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,0,0,0,
47,995 N Main St,,Bluffton,US,40.756725,-85.16526400000002,Arby's,46714,IN,arbys,0.0,0.005410124044876009,0.07501631081738191,True,1,0,1,1,1,0,"[[ 40.75767038 -85.16264262]
 [ 40.75543646 -85.16583195]
 [ 40.75227356 -85.16825104]
 [ 40.75233409 -85.16830228]]"
48,830 Schuylkill Mall,Fast Food Restaurant,Frackville,US,40.768785,-76.223857,Arby's,17931,PA,arbys,0.0,0.00449591398220619,0.040680687058544274,True,1,0,0,0,0,0,[[ 40.77029035 -76.22262312]]
49,20739 Hall Rd,Fast Food,Macomb,US,42.629748,-82.914552,Arby's,48044,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,1,2,0,"[[ 42.62900162 -82.90738106]
 [ 42.6300496  -82.9190772 ]
 [ 42.62998793 -82.91877416]]"
50,2383 Whitesville Road,,Lagrange,US,32.9914,-85.0291,Arby's,30240,GA,arbys,1.0,0.00426963124081123,0.06045929098172675,True,0,0,0,0,0,0,
51,706 Plaza Dr,,Chesterton,US,41.617561,-87.044009,Arby's,46304,IN,arbys,0.0,0.005410124044876009,0.07501631081738191,True,1,0,0,0,0,0,[[ 41.61912539 -87.04758077]]
52,1215 M 89,Fast Food,Plainwell,US,42.450431,-85.663248,Arby's,49080,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,1,0,0,[[ 42.45131828 -85.66024681]]
53,5560 Harvey St,,Muskegon,US,43.1505,-86.205246,Arby's,49444,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,1,1,1,2,8,"[[ 43.149789   -86.202525  ]
 [ 43.15131168 -86.20733481]
 [ 43.15190392 -86.20713967]
 [ 43.146568   -86.20421   ]
 [ 43.14666045 -86.20445566]
 [ 43.15062557 -86.20254938]
 [ 43.14958133 -86.2026259 ]
 [ 43.1498     -86.202535  ]
 [ 43.14846    -86.203074  ]
 [ 43.15194726 -86.20271623]
 [ 43.15139082 -86.20215222]
 [ 43.15052576 -86.20219555]
 [ 43.151548   -86.20175365]]"
54,6031 S Cedar St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Lansing,US,42.669926,-84.543872,Arby's,48911,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,5,0,0,2,1,0,"[[ 42.67148727 -84.54457998]
 [ 42.66691407 -84.5385981 ]
 [ 42.66697494 -84.54408646]
 [ 42.668131   -84.54775   ]
 [ 42.6669     -84.5439    ]
 [ 42.66996126 -84.54978625]
 [ 42.66450136 -84.54378811]
 [ 42.67461061 -84.5480325 ]]"
55,1881 S Scott Rd,Fast Food Restaurants,Saint Johns,US,42.988532,-84.54214300000002,Arby's,48879,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,1,0,0,[[ 42.99229631 -84.54422593]]
56,1657 Us Highway 1,Fast Food Restaurant,Ormond Beach,US,29.339626000000006,-81.13460500000002,Arby's,32174,FL,arbys,1.0,0.006292885583243932,0.04103416422820911,True,0,0,0,1,1,0,"[[ 29.34345533 -81.13279085]
 [ 29.33914371 -81.13212838]]"
57,765 S Main St,Fast Food Restaurants,Lapeer,US,43.041955,-83.32014000000002,Arby's,48446,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,3,0,1,0,5,0,"[[ 43.04279    -83.322565  ]
 [ 43.04302743 -83.32250136]
 [ 43.04522503 -83.31676405]
 [ 43.03853824 -83.32171291]
 [ 43.044492   -83.320343  ]
 [ 43.0445449  -83.3202682 ]
 [ 43.0445449  -83.3202682 ]
 [ 43.04014742 -83.32162678]
 [ 43.0465939  -83.3186858 ]]"
58,896 Blanding Blvd,Fast Food Restaurants,Orange Park,US,30.141715,-81.768652,Arby's,32065,FL,arbys,1.0,0.006292885583243932,0.04103416422820911,True,1,0,1,4,1,1,"[[ 30.13792276 -81.77255452]
 [ 30.1374866  -81.77225947]
 [ 30.14326265 -81.76720638]
 [ 30.13957889 -81.7714119 ]
 [ 30.14359633 -81.76379442]
 [ 30.14096162 -81.76985798]
 [ 30.143904   -81.771535  ]
 [ 30.14265896 -81.76522482]]"
59,1010 S State Rd,Fast Food,Davison,US,43.019622,-83.518344,Arby's,48423,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,1,0,0,0,3,0,"[[ 43.02481817 -83.52286393]
 [ 43.024947   -83.516307  ]
 [ 43.01720477 -83.51616462]
 [ 43.017886   -83.511506  ]]"
60,3465 Pollock Rd,Fast Food Restaurant,Grand Blanc,US,42.894241,-83.63318199999998,Arby's,48439,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,2,0,0,3,0,0,"[[ 42.8888     -83.6312    ]
 [ 42.89756797 -83.63544307]
 [ 42.89464103 -83.63810845]
 [ 42.89476603 -83.63805851]
 [ 42.8979454  -83.6341629 ]]"
61,215 US Route 40 West,,Richmond,US,39.826929,-84.904583,Arby's,47374,IN,arbys,0.0,0.005410124044876009,0.07501631081738191,True,6,0,0,2,0,0,"[[ 39.82636906 -84.90994906]
 [ 39.8220303  -84.90233553]
 [ 39.82259556 -84.90170484]
 [ 39.82855268 -84.91045761]
 [ 39.83259964 -84.90426636]
 [ 39.8246819  -84.90214734]
 [ 39.82408142 -84.90703583]
 [ 39.82755454 -84.90301708]]"
62,807 South 4th Street,,Hamburg,US,40.5418,-75.9773,Arby's,19526,PA,arbys,0.0,0.00449591398220619,0.040680687058544274,True,0,0,0,0,0,0,
63,3574 W Houghton Lake Dr,Fast Food Restaurant,Houghton Lake,US,44.299003000000006,-84.712048,Arby's,48629,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,0,0,1,[[ 44.29781177 -84.71081746]]
64,6360 Dixie Hwy,Fast Food Restaurants,Bridgeport,US,43.352851,-83.870496,Arby's,48722,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,2,0,0,1,0,0,"[[ 43.35546184 -83.8704642 ]
 [ 43.352182   -83.864603  ]
 [ 43.35231646 -83.86617526]]"
65,1500 Cotton Grove Road,,Lexington,US,35.7834,-80.2596,Arby's,27292,NC,arbys,0.0,0.004455209656925032,0.054027400848644304,True,0,0,0,0,0,0,
66,7019 Eastman Ave,Fast Food Restaurant,Midland,US,43.661823,-84.24771199999998,Arby's,48642,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,0,2,7,"[[ 43.65803212 -84.24882217]
 [ 43.66283467 -84.24727321]
 [ 43.65853555 -84.24312177]
 [ 43.6585179  -84.24316653]
 [ 43.65850449 -84.24256897]
 [ 43.65851165 -84.24311026]
 [ 43.65850441 -84.24294939]
 [ 43.6589502  -84.24350746]
 [ 43.658874   -84.242202  ]]"
67,2900 Cook Rd,Fast Food Restaurants,West Branch,US,44.251953,-84.22620500000002,Arby's,48661,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,0,0,0,
68,838 S Van Buren Rd,,Eden,US,36.48366,-79.73850999999998,Arby's,27288,NC,arbys,0.0,0.004455209656925032,0.054027400848644304,True,0,0,1,0,0,0,[[ 36.48575972 -79.73961234]]
69,10207 S Clare Ave,Fast Food Restaurant,Clare,US,43.840219,-84.767504,Arby's,48617,MI,arbys,0.0,0.0034622870215453958,0.050720719413880566,True,0,0,0,1,1,0,"[[ 43.84334878 -84.7674967 ]
 [ 43.83883667 -84.76570129]]"
70,5013 Delhi Pike,,Cincinnati,US,39.0948,-84.6097,Arby's,45238,OH,arbys,0.0,0.007757797957081708,0.07023431914029772,True,1,0,0,1,0,0,"[[ 39.096081   -84.610868  ]
 [ 39.09791717 -84.60903312]]"
71,1109 N Main St,,Crown Point,US,41.428707,-87.36494,Arby's,46307,IN,arbys,0.0,0.005410124044876009,0.07501631081738191,True,1,0,1,2,2,0,"[[ 41.42715705 -87.37053943]
 [ 41.42961986 -87.36347786]
 [ 41.4311409  -87.36261749]
 [ 41.42589966 -87.36846082]
 [ 41.432935   -87.364457  ]
 [ 41.43321    -87.364959  ]]"
72,6105 Saltsburg Rd,Fast Food Restaurant,Verona,US,40.484691,-79.819177,Arby's,15147,PA,arbys,0.0,0.00449591398220619,0.040680687058544274,True,0,0,1,0,1,0,"[[ 40.479934 -79.822835]
 [ 40.480944 -79.813915]]"
73,16 Towne Center Dr,,Leechburg,US,40.60853,-79.61157,Arby's,15656-9420,PA,arbys,0.0,0.00449591398220619,0.040680687058544274,True,1,0,0,2,0,0,"[[ 40.61065784 -79.60953098]
 [ 40.60957515 -79.60875214]
 [ 40.606436   -79.608873  ]]"
